-23.6005899,-46.755365
-23.6005899,-46.755365
-23.6037309,-46.7520809
-23.6046024,-46.7512272
-23.6036279,-46.7512871
-23.6031829,-46.751449
-23.6026411,-46.752722
-23.6006107,-46.7558121
-23.6001986,-46.7570731
-23.6010369,-46.7561374
-23.6011923,-46.7555598
-23.6018296,-46.7539486
-23.6029854,-46.7536022
-23.6030877,-46.7529438
-23.6027613,-46.7535923
-23.6034267,-46.7527589
-23.6036702,-46.7521396
-23.6039823,-46.7537055
-23.6027613,-46.7535923
-23.6027088,-46.7541188
-23.6047667,-46.7545686
-23.6023176,-46.7542342
-23.6024274,-46.7547758
-23.603231,-46.7553215
-23.604327,-46.7555252
-23.6755759,-46.7803004
-23.6039752,-46.7566823
-23.6035767,-46.7562747
-23.6036895,-46.7553647
-23.6023365,-46.7553429
-23.6020159,-46.7558301
-23.6029173,-46.7565653
-23.6019686,-46.7569784
-23.6022102,-46.7567915
-23.6018561,-46.7574121
-23.6030092,-46.7580857
-23.6032257,-46.7585133
-23.6015508,-46.7578611
-23.6018517,-46.7589207
-23.6010453,-46.7581267
-23.6022337,-46.7592666
-23.5993322,-46.7590819
-23.6001755,-46.7592673
-23.6000265,-46.7596671
-23.5992867,-46.7598325
-23.6001776,-46.7609438
-23.6012275,-46.7592902
-23.600955,-46.7596888
-23.6006934,-46.7591958
-23.6004861,-46.7585263
-23.6003346,-46.7588875
-23.6010688,-46.7610646
-23.601973,-46.7624416
-23.6024393,-46.7626131
-23.6033742,-46.7637236
-23.6025528,-46.763066
-23.6025088,-46.7596711
-23.6026845,-46.7604461
-23.6051843,-46.752226
-23.6071,-46.7542286
-23.6060947,-46.7538824
-23.6063031,-46.7532543
-23.6058537,-46.7527852
-23.6066638,-46.7531713
-23.6070387,-46.7548375
-23.6079981,-46.7560884
-23.6079831,-46.7558629
-23.6069377,-46.7518244
-23.6063292,-46.7514712
-23.604419,-46.7602227
-23.6048991,-46.7599554
-23.6057363,-46.7584479
-23.6057296,-46.7589761
-23.6070049,-46.7627613
-23.6058053,-46.7629791
-23.6066649,-46.762281
-23.6042604,-46.7634041
-23.6053034,-46.7642061
-23.6046628,-46.7642049
-23.6086362,-46.7575341
-23.607557,-46.7571372
-23.6062397,-46.7587921
-23.6065657,-46.7556077
-23.6079715,-46.7552078
-23.608188,-46.7560167
-23.6080965,-46.7565207
-23.6081233,-46.7567624
-23.608197,-46.7568727
-23.6081867,-46.7571064
-23.6059924,-46.751116
-23.6054685,-46.7503667
-23.6065431,-46.7630394
-23.6064641,-46.76200009999999
-23.6041516,-46.7634669
-23.6075359,-46.7537623
-23.6075359,-46.7537623
-23.6075359,-46.7537623
-23.5982408,-46.7601925
-23.5994997,-46.7611703
-23.6005379,-46.7631869
-23.5998562,-46.7632537
-23.5997891,-46.7622028
-23.5993136,-46.761925
-23.5990327,-46.7612912
-23.5989624,-46.7623952
-23.5993657,-46.7635022
-23.597941,-46.7604354
-23.59646,-46.7603936
-23.5976114,-46.7608721
-23.5984155,-46.7623457
-23.5985184,-46.7643401
-23.5968272,-46.7620971
-23.5968545,-46.7616795
-23.5964993,-46.7610985
-23.5969045,-46.7607654
-23.5983652,-46.7633668
-23.6001273,-46.7645863
-23.6021352,-46.7644011
-23.6164894,-46.7632069
-23.6021716,-46.7638696
-23.5981358,-46.7626615
-23.6014931,-46.764085
-23.6025388,-46.7657978
-23.6028555,-46.7650061
-23.6213694,-46.790938
-23.6028728,-46.7664094
-23.6006308,-46.7665896
-23.6007956,-46.7663622
-23.5996996,-46.7662806
-23.6001913,-46.7683349
-23.6006455,-46.7684424
-23.6003398,-46.7679054
-23.6001196,-46.76770699999999
-23.6003778,-46.7699412
-23.6016232,-46.76931330000001
-23.6004536,-46.7677176
-23.6045602,-46.7660881
-23.6037828,-46.7662364
-23.6031124,-46.7669942
-23.6037114,-46.7671839
-23.6041097,-46.7675573
-23.6043173,-46.7687681
-23.6048658,-46.7666312
-23.6022192,-46.7710301
-23.5587031,-46.8353174
-23.6012627,-46.7702704
-23.6016232,-46.76931330000001
-23.6164894,-46.7632069
-23.6055653,-46.7678208
-23.6039754,-46.7716615
-23.6074778,-46.7663642
-23.607018,-46.7684699
-23.6044456,-46.7712256
-23.60592,-46.7711905
-23.6052396,-46.7704284
-23.6051239,-46.7714062
-23.6045951,-46.7742299
-23.6064054,-46.7707396
-23.6057132,-46.7729499
-23.6052422,-46.7741933
-23.604675,-46.7758344
-23.6035914,-46.7769408
-23.6031778,-46.777008
-23.6022001,-46.7784054
-23.6024421,-46.7761447
-23.6021816,-46.774984
-23.6016362,-46.7751979
-23.6023748,-46.7741789
-23.6037746,-46.7739967
-23.6032227,-46.7726065
-23.6026782,-46.7735724
-23.6026917,-46.772013
-23.6035795,-46.7716658
-23.6060192,-46.771879
-23.602133,-46.7733035
-23.6012938,-46.7712295
-23.6057786,-46.769815
-23.6007734,-46.7718728
-23.6040206,-46.7733767
-23.6046206,-46.7695557
-23.5537096,-46.8298972
-23.6068504,-46.7678366
-23.6066179,-46.7769221
-23.6069723,-46.7756151
-23.6077657,-46.7739992
-23.6075965,-46.7724782
-23.6081592,-46.773115
-23.6067851,-46.7704973
-23.6070367,-46.7735436
-23.6058039,-46.7743647
-23.6062573,-46.7743886
-23.605805,-46.7749432
-23.6047308,-46.7769079
-23.6043793,-46.7769034
-23.6071597,-46.7762032
-23.6080854,-46.7745532
-23.6114793,-46.7765204
-23.6127712,-46.7797714
-23.6111905,-46.7789348
-23.6084433,-46.7787595
-23.6094411,-46.7799658
-23.6121881,-46.7793538
-23.6118833,-46.7788419
-23.6115687,-46.7783186
-23.6127712,-46.7797714
-23.6116122,-46.7769197
-23.6107895,-46.7758607
-23.6102174,-46.775558
-23.6093129,-46.7744879
-23.6085257,-46.7780829
-23.6094542,-46.7728968
-23.6095571,-46.7729701
-23.6095337,-46.7742251
-23.6102174,-46.775558
-23.6079703,-46.777487
-23.6085257,-46.7780829
-23.6084136,-46.7779419
-23.6075007,-46.7790484
-23.6059072,-46.7797586
-23.6072377,-46.7793473
-23.6071899,-46.7804615
-23.6096587,-46.7794751
-23.6067168,-46.7809413
-23.603919,-46.78003
-23.6044212,-46.7796957
-23.6055067,-46.7802748
-23.6052064,-46.7793912
-23.6067338,-46.777465
-23.6110932,-46.7801305
-23.6084202,-46.780876
-23.6125512,-46.7746581
-23.6125146,-46.7751293
-23.6134713,-46.7736497
-23.612486,-46.7744103
-23.6135392,-46.7737193
-23.6133405,-46.772937
-23.6132395,-46.7723508
-23.6135796,-46.7715209
-23.6132137,-46.7707819
-23.6120406,-46.7714354
-23.6127779,-46.7716275
-23.6121865,-46.7724264
-23.6152187,-46.772464
-23.6119199,-46.7622229
-23.6104037,-46.7642081
-23.6098423,-46.7638532
-23.6112505,-46.7635896
-23.6111302,-46.7642724
-23.6080114,-46.7664749
-23.6116085,-46.7640262
-23.6119043,-46.7644741
-23.6121075,-46.7650424
-23.6127705,-46.7635174
-23.6107815,-46.76114
-23.6094509,-46.7595663
-23.6094052,-46.7601373
-23.608773,-46.7606734
-23.6094543,-46.7608561
-23.6105304,-46.7616281
-23.6391431,-46.7932998
-23.6104362,-46.7624574
-23.6118147,-46.7605888
-23.6107029,-46.7593901
-23.6096716,-46.7573201
-23.6110882,-46.759035
-23.61473,-46.7608608
-23.6133256,-46.7604395
-23.6121309,-46.7591004
-23.6113026,-46.758525
-23.6114113,-46.7566509
-23.6115124,-46.7659873
-23.6139033,-46.7595199
-23.6135549,-46.758993
-23.612736,-46.7629859
-23.6132887,-46.7619829
-23.6132531,-46.762787
-23.6124952,-46.7617184
-23.6140607,-46.7613684
-23.6148317,-46.7624197
-23.614185,-46.7624785
-23.6144892,-46.7631117
-23.6138866,-46.7633295
-23.6134764,-46.7644047
-23.6132094,-46.7652098
-23.6155866,-46.7639839
-23.615358,-46.7635212
-23.6141736,-46.7641285
-23.615415,-46.7623191
-23.6154878,-46.7629576
-23.6095479,-46.7538338
-23.6099842,-46.754914
-23.6103484,-46.7524907
-23.6094474,-46.7556718
-23.6101077,-46.7556828
-23.6090759,-46.7568916
-23.6077386,-46.7540863
-23.6082551,-46.751985
-23.6086592,-46.7640126
-23.6107527,-46.7633124
-23.611373,-46.7558631
-23.6113321,-46.7587124
-23.6113321,-46.7587124
-23.6142501,-46.7668752
-23.612736,-46.7629859
-23.6140499,-46.7660918
-23.6149759,-46.7649449
-23.6141576,-46.7681156
-23.6129082,-46.7669431
-23.6107779,-46.7679387
-23.6129437,-46.7665945
-23.6152651,-46.7656523
-23.6163189,-46.7654852
-23.6161007,-46.7664629
-23.6154957,-46.767119
-23.6155153,-46.7677263
-23.6164542,-46.7667684
-23.6166118,-46.7674644
-23.6167684,-46.76498
-23.6160244,-46.7640313
-23.6157519,-46.7644743
-23.6161457,-46.7647715
-23.613746,-46.7688609
-23.6152474,-46.7636786
-23.6139429,-46.7686515
-23.6132848,-46.7693838
-23.6166976,-46.7647487
-23.6158646,-46.7683667
-23.6129531,-46.7691983
-23.6156373,-46.768081
-23.6160585,-46.7668857
-23.6161946,-46.7676378
-23.6181894,-46.7618032
-23.6192629,-46.7671977
-23.6175205,-46.7627593
-23.6164894,-46.7632069
-23.6171105,-46.7633177
-23.617622,-46.763592
-23.617369,-46.7651543
-23.6177853,-46.7681079
-23.6188956,-46.7682757
-23.6184381,-46.7687386
-23.6191788,-46.7686337
-23.6173971,-46.7685412
